Date, Market Mood Index, Nifty Index
18-09-2015, 42.92 ," 7,981.90 "
16-09-2015, 39.76 ," 7,899.15 "
15-09-2015, 35.15 ," 7,829.10 "
14-09-2015, 33.31 ," 7,872.25 "
11-09-2015, 26.09 ," 7,789.30 "
10-09-2015, 30.36 ," 7,788.10 "
09-09-2015, 38.20 ," 7,818.60 "
08-09-2015, 29.46 ," 7,688.25 "
07-09-2015, 17.48 ," 7,558.80 "
04-09-2015, 23.56 ," 7,655.05 "
03-09-2015, 23.56 ," 7,823.00 "
02-09-2015, 15.00 ," 7,717.00 "
01-09-2015, 15.63 ," 7,785.85 "
31-08-2015, 21.86 ," 7,971.30 "
28-08-2015, 29.80 ," 8,001.95 "
27-08-2015, 23.57 ," 7,948.95 "
26-08-2015, 16.83 ," 7,791.85 "
25-08-2015, 18.18 ," 7,880.70 "
24-08-2015, 24.02 ," 7,809.00 "
21-08-2015, 29.91 ," 8,299.95 "
20-08-2015, 35.14 ," 8,372.75 "
19-08-2015, 40.03 ," 8,495.15 "
18-08-2015, 41.14 ," 8,466.55 "
17-08-2015, 50.44 ," 8,477.30 "
14-08-2015, 46.59 ," 8,518.55 "
13-08-2015, 41.93 ," 8,355.85 "
12-08-2015, 48.81 ," 8,349.45 "
11-08-2015, 56.35 ," 8,462.35 "
10-08-2015, 64.91 ," 8,525.60 "
07-08-2015, 66.74 ," 8,564.60 "
06-08-2015, 70.53 ," 8,588.65 "
05-08-2015, 74.55 ," 8,567.95 "
04-08-2015, 76.60 ," 8,516.90 "
03-08-2015, 78.01 ," 8,543.05 "
31-07-2015, 75.80 ," 8,532.85 "
30-07-2015, 68.02 ," 8,421.80 "
29-07-2015, 62.70 ," 8,375.05 "
28-07-2015, 60.32 ," 8,337.00 "
27-07-2015, 69.14 ," 8,361.00 "
24-07-2015, 81.03 ," 8,521.55 "
23-07-2015, 83.32 ," 8,589.80 "
22-07-2015, 81.24 ," 8,633.50 "
21-07-2015, 76.03 ," 8,529.45 "
20-07-2015, 79.66 ," 8,603.45 "
17-07-2015, 84.87 ," 8,609.85 "
16-07-2015, 79.58 ," 8,608.05 "
15-07-2015, 76.72 ," 8,523.80 "
14-07-2015, 81.53 ," 8,454.10 "
13-07-2015, 73.85 ," 8,459.65 "
10-07-2015, 65.22 ," 8,360.55 "
09-07-2015, 61.16 ," 8,328.55 "
08-07-2015, 67.90 ," 8,363.05 "
07-07-2015, 81.05 ," 8,510.80 "
06-07-2015, 76.27 ," 8,522.15 "
03-07-2015, 72.46 ," 8,484.90 "
02-07-2015, 78.60 ," 8,444.90 "
01-07-2015, 76.29 ," 8,453.05 "
30-06-2015, 66.27 ," 8,368.50 "
29-06-2015, 70.54 ," 8,318.40 "
26-06-2015, 77.75 ," 8,381.10 "
25-06-2015, 69.05 ," 8,398.00 "
24-06-2015, 59.86 ," 8,360.85 "
23-06-2015, 61.61 ," 8,381.55 "
22-06-2015, 58.56 ," 8,353.10 "
19-06-2015, 48.16 ," 8,224.95 "
18-06-2015, 46.29 ," 8,174.60 "
17-06-2015, 41.34 ," 8,091.55 "
16-06-2015, 32.86 ," 8,047.30 "
15-06-2015, 32.49 ," 8,013.90 "
12-06-2015, 28.83 ," 7,982.90 "
11-06-2015, 34.19 ," 7,965.35 "
10-06-2015, 39.73 ," 8,124.45 "
09-06-2015, 32.42 ," 8,022.40 "
08-06-2015, 29.27 ," 8,044.15 "
05-06-2015, 34.00 ," 8,114.70 "
04-06-2015, 34.47 ," 8,130.65 "
03-06-2015, 30.30 ," 8,135.10 "
02-06-2015, 37.95 ," 8,236.45 "
01-06-2015, 49.59 ," 8,433.40 "
29-05-2015, 45.07 ," 8,433.65 "
28-05-2015, 39.29 ," 8,319.00 "
27-05-2015, 45.99 ," 8,334.60 "
26-05-2015, 45.36 ," 8,339.35 "
25-05-2015, 38.38 ," 8,370.25 "
22-05-2015, 39.10 ," 8,458.95 "
21-05-2015, 37.91 ," 8,421.00 "
20-05-2015, 31.27 ," 8,423.25 "
19-05-2015, 31.88 ," 8,365.65 "
18-05-2015, 30.60 ," 8,373.65 "
15-05-2015, 32.96 ," 8,262.35 "
14-05-2015, 33.31 ," 8,224.20 "
13-05-2015, 22.46 ," 8,235.45 "
12-05-2015, 25.74 ," 8,126.95 "
11-05-2015, 29.33 ," 8,325.25 "
08-05-2015, 20.02 ," 8,191.50 "
07-05-2015, 15.68 ," 8,057.30 "
06-05-2015, 22.11 ," 8,097.00 "
05-05-2015, 28.39 ," 8,324.80 "
04-05-2015, 24.80 ," 8,331.95 "
30-04-2015, 18.24 ," 8,181.50 "
29-04-2015, 18.36 ," 8,239.75 "
28-04-2015, 17.97 ," 8,285.60 "
27-04-2015, 18.74 ," 8,213.80 "
24-04-2015, 20.65 ," 8,305.25 "
23-04-2015, 22.46 ," 8,398.30 "
22-04-2015, 24.99 ," 8,429.70 "
21-04-2015, 23.99 ," 8,377.75 "
20-04-2015, 29.38 ," 8,448.10 "
17-04-2015, 35.77 ," 8,606.00 "
16-04-2015, 43.45 ," 8,706.70 "
15-04-2015, 49.13 ," 8,750.20 "
13-04-2015, 48.05 ," 8,834.00 "
10-04-2015, 49.12 ," 8,780.35 "
09-04-2015, 43.60 ," 8,778.30 "
08-04-2015, 37.76 ," 8,714.40 "
07-04-2015, 37.75 ," 8,660.30 "
06-04-2015, 32.86 ," 8,659.90 "
01-04-2015, 25.32 ," 8,586.25 "
31-03-2015, 27.16 ," 8,491.00 "
30-03-2015, 29.83 ," 8,492.30 "
27-03-2015, 21.04 ," 8,341.40 "
26-03-2015, 19.46 ," 8,342.15 "
25-03-2015, 24.95 ," 8,530.80 "
24-03-2015, 26.31 ," 8,542.95 "
23-03-2015, 25.81 ," 8,550.90 "
20-03-2015, 26.45 ," 8,570.90 "
19-03-2015, 35.12 ," 8,634.65 "
18-03-2015, 42.84 ," 8,685.90 "
17-03-2015, 44.50 ," 8,723.30 "
16-03-2015, 43.26 ," 8,633.15 "
13-03-2015, 54.92 ," 8,647.75 "
12-03-2015, 61.43 ," 8,776.00 "
11-03-2015, 50.75 ," 8,699.95 "
10-03-2015, 50.65 ," 8,712.05 "
09-03-2015, 59.39 ," 8,756.75 "
05-03-2015, 62.49 ," 8,937.75 "
04-03-2015, 61.81 ," 8,922.65 "
03-03-2015, 65.59 ," 8,996.25 "
02-03-2015, 67.47 ," 8,956.75 "
28-02-2015, 67.03 ," 8,901.85 "
27-02-2015, 55.43 ," 8,844.60 "
26-02-2015, 49.92 ," 8,683.85 "
25-02-2015, 57.78 ," 8,767.25 "
24-02-2015, 55.06 ," 8,762.10 "
23-02-2015, 57.66 ," 8,754.95 "
20-02-2015, 67.32 ," 8,833.60 "
19-02-2015, 72.40 ," 8,895.30 "
18-02-2015, 73.03 ," 8,869.10 "
16-02-2015, 66.49 ," 8,809.35 "
13-02-2015, 59.65 ," 8,805.50 "
12-02-2015, 55.67 ," 8,711.55 "
11-02-2015, 51.01 ," 8,627.40 "
10-02-2015, 47.18 ," 8,565.55 "
09-02-2015, 52.75 ," 8,526.35 "
06-02-2015, 53.79 ," 8,661.05 "
05-02-2015, 57.22 ," 8,711.70 "
04-02-2015, 63.78 ," 8,723.70 "
03-02-2015, 65.16 ," 8,756.55 "
02-02-2015, 65.78 ," 8,797.40 "
30-01-2015, 65.28 ," 8,808.90 "
29-01-2015, 68.93 ," 8,952.35 "
28-01-2015, 69.15 ," 8,914.30 "
27-01-2015, 65.22 ," 8,910.50 "
23-01-2015, 56.37 ," 8,835.60 "
22-01-2015, 51.08 ," 8,761.40 "
21-01-2015, 54.52 ," 8,729.50 "
20-01-2015, 51.00 ," 8,695.60 "
19-01-2015, 43.02 ," 8,550.70 "
16-01-2015, 44.86 ," 8,513.80 "
15-01-2015, 33.81 ," 8,494.15 "
14-01-2015, 22.42 ," 8,277.55 "
13-01-2015, 26.72 ," 8,299.40 "
12-01-2015, 26.22 ," 8,323.00 "
09-01-2015, 26.13 ," 8,284.50 "
08-01-2015, 23.38 ," 8,234.60 "
07-01-2015, 17.18 ," 8,102.10 "
06-01-2015, 26.21 ," 8,127.35 "
05-01-2015, 45.26 ," 8,378.40 "
02-01-2015, 50.10 ," 8,395.45 "
01-01-2015, 47.45 ," 8,284.00 "
31-12-2014, 41.73 ," 8,282.70 "
30-12-2014, 36.01 ," 8,248.25 "
29-12-2014, 40.36 ," 8,246.30 "
26-12-2014, 32.97 ," 8,200.70 "
24-12-2014, 22.41 ," 8,174.10 "
23-12-2014, 29.02 ," 8,267.00 "
22-12-2014, 26.75 ," 8,324.00 "
19-12-2014, 26.52 ," 8,225.20 "
18-12-2014, 35.47 ," 8,159.30 "
17-12-2014, 32.70 ," 8,029.80 "
16-12-2014, 33.50 ," 8,067.60 "
15-12-2014, 38.63 ," 8,219.60 "
12-12-2014, 45.16 ," 8,224.10 "
11-12-2014, 55.52 ," 8,292.90 "
10-12-2014, 56.55 ," 8,355.65 "
09-12-2014, 55.66 ," 8,340.70 "
08-12-2014, 63.61 ," 8,438.25 "
05-12-2014, 70.21 ," 8,538.30 "
04-12-2014, 73.14 ," 8,564.40 "
03-12-2014, 74.23 ," 8,537.65 "
02-12-2014, 69.25 ," 8,524.70 "
01-12-2014, 69.01 ," 8,555.90 "
28-11-2014, 69.06 ," 8,588.25 "
27-11-2014, 65.90 ," 8,494.20 "
26-11-2014, 56.87 ," 8,475.75 "
25-11-2014, 56.54 ," 8,463.10 "
24-11-2014, 63.20 ," 8,530.15 "
21-11-2014, 55.58 ," 8,477.35 "
20-11-2014, 46.59 ," 8,401.90 "
19-11-2014, 49.06 ," 8,382.30 "
18-11-2014, 58.48 ," 8,425.90 "
17-11-2014, 62.82 ," 8,430.75 "
14-11-2014, 62.56 ," 8,389.90 "
13-11-2014, 61.40 ," 8,357.85 "
12-11-2014, 60.31 ," 8,383.30 "
11-11-2014, 58.32 ," 8,362.65 "
10-11-2014, 59.83 ," 8,344.25 "
07-11-2014, 59.13 ," 8,337.00 "
05-11-2014, 57.84 ," 8,338.30 "
03-11-2014, 61.06 ," 8,324.15 "
31-10-2014, 62.38 ," 8,322.20 "
30-10-2014, 58.57 ," 8,169.20 "
29-10-2014, 53.28 ," 8,090.45 "
28-10-2014, 45.40 ," 8,027.60 "
27-10-2014, 42.12 ," 7,991.70 "
23-10-2014, 43.92 ," 8,014.55 "
22-10-2014, 40.27 ," 7,995.90 "
21-10-2014, 37.61 ," 7,927.75 "
20-10-2014, 35.86 ," 7,879.40 "
17-10-2014, 29.94 ," 7,779.70 "
16-10-2014, 26.15 ," 7,748.20 "
14-10-2014, 30.26 ," 7,864.00 "
13-10-2014, 34.38 ," 7,884.25 "
10-10-2014, 40.41 ," 7,859.95 "
09-10-2014, 44.72 ," 7,960.55 "
08-10-2014, 41.23 ," 7,842.70 "
07-10-2014, 45.47 ," 7,852.40 "
01-10-2014, 46.63 ," 7,945.55 "
30-09-2014, 39.61 ," 7,964.80 "
29-09-2014, 44.83 ," 7,958.90 "
26-09-2014, 39.11 ," 7,968.85 "
25-09-2014, 30.94 ," 7,911.85 "
24-09-2014, 37.25 ," 8,002.40 "
23-09-2014, 47.17 ," 8,017.55 "
22-09-2014, 54.06 ," 8,146.30 "
19-09-2014, 59.73 ," 8,121.45 "
18-09-2014, 60.14 ," 8,114.75 "
17-09-2014, 51.66 ," 7,975.50 "
16-09-2014, 58.50 ," 7,932.90 "
15-09-2014, 69.65 ," 8,042.00 "
12-09-2014, 76.00 ," 8,105.50 "
11-09-2014, 77.60 ," 8,085.70 "
10-09-2014, 77.13 ," 8,094.10 "
09-09-2014, 79.36 ," 8,152.95 "
08-09-2014, 73.57 ," 8,173.90 "
05-09-2014, 66.01 ," 8,086.85 "
04-09-2014, 66.85 ," 8,095.95 "
03-09-2014, 69.16 ," 8,114.60 "
02-09-2014, 72.07 ," 8,083.05 "
01-09-2014, 66.93 ," 8,027.70 "
28-08-2014, 60.33 ," 7,954.35 "
27-08-2014, 60.68 ," 7,936.05 "
26-08-2014, 56.20 ," 7,904.75 "
25-08-2014, 55.52 ," 7,906.30 "
22-08-2014, 59.56 ," 7,913.20 "
21-08-2014, 54.78 ," 7,891.10 "
20-08-2014, 54.52 ," 7,875.30 "
19-08-2014, 60.84 ," 7,897.50 "
18-08-2014, 56.97 ," 7,874.25 "
14-08-2014, 44.19 ," 7,791.70 "
13-08-2014, 38.89 ," 7,739.55 "
12-08-2014, 38.63 ," 7,727.05 "
11-08-2014, 31.92 ," 7,625.95 "
08-08-2014, 36.43 ," 7,568.55 "
07-08-2014, 42.82 ," 7,649.25 "
06-08-2014, 48.52 ," 7,672.05 "
05-08-2014, 56.21 ," 7,746.55 "
04-08-2014, 54.68 ," 7,683.65 "
01-08-2014, 51.97 ," 7,602.60 "
31-07-2014, 51.59 ," 7,721.30 "
30-07-2014, 47.32 ," 7,791.40 "
28-07-2014, 40.18 ," 7,748.70 "
25-07-2014, 42.40 ," 7,790.45 "
24-07-2014, 45.17 ," 7,830.60 "
23-07-2014, 42.11 ," 7,795.75 "
22-07-2014, 34.10 ," 7,767.85 "
21-07-2014, 28.44 ," 7,684.20 "
18-07-2014, 29.55 ," 7,663.90 "
17-07-2014, 32.64 ," 7,640.45 "
16-07-2014, 39.05 ," 7,624.40 "
15-07-2014, 41.92 ," 7,526.65 "
14-07-2014, 34.59 ," 7,454.15 "
11-07-2014, 32.86 ," 7,459.60 "
10-07-2014, 38.69 ," 7,567.75 "
09-07-2014, 36.64 ," 7,585.00 "
08-07-2014, 45.58 ," 7,623.20 "
07-07-2014, 60.16 ," 7,787.15 "
04-07-2014, 58.96 ," 7,751.60 "
03-07-2014, 54.49 ," 7,714.80 "
02-07-2014, 53.18 ," 7,725.15 "
01-07-2014, 56.82 ," 7,634.70 "
30-06-2014, 57.00 ," 7,611.35 "
27-06-2014, 43.30 ," 7,508.80 "
26-06-2014, 37.60 ," 7,493.20 "
25-06-2014, 43.25 ," 7,569.25 "
24-06-2014, 41.46 ," 7,580.20 "
23-06-2014, 40.79 ," 7,493.35 "
20-06-2014, 40.67 ," 7,511.45 "
19-06-2014, 37.84 ," 7,540.70 "
18-06-2014, 47.51 ," 7,558.20 "
17-06-2014, 51.66 ," 7,631.70 "
16-06-2014, 43.42 ," 7,533.55 "
13-06-2014, 47.33 ," 7,542.10 "
12-06-2014, 53.15 ," 7,649.90 "
11-06-2014, 56.83 ," 7,626.85 "
10-06-2014, 64.41 ," 7,656.40 "
09-06-2014, 64.95 ," 7,654.60 "
06-06-2014, 63.06 ," 7,583.40 "
05-06-2014, 63.30 ," 7,474.10 "
04-06-2014, 63.23 ," 7,402.25 "
03-06-2014, 63.38 ," 7,415.85 "
02-06-2014, 58.02 ," 7,362.50 "
30-05-2014, 51.85 ," 7,229.95 "
29-05-2014, 57.71 ," 7,235.65 "
28-05-2014, 57.91 ," 7,329.65 "
27-05-2014, 52.56 ," 7,318.00 "
26-05-2014, 66.23 ," 7,359.05 "
23-05-2014, 75.24 ," 7,367.10 "
22-05-2014, 70.59 ," 7,276.40 "
21-05-2014, 69.11 ," 7,252.90 "
20-05-2014, 70.96 ," 7,275.50 "
19-05-2014, 65.29 ," 7,263.55 "
16-05-2014, 52.56 ," 7,203.00 "
15-05-2014, 53.94 ," 7,123.15 "
14-05-2014, 57.65 ," 7,108.75 "
13-05-2014, 53.88 ," 7,108.75 "
12-05-2014, 46.17 ," 7,014.25 "
09-05-2014, 29.95 ," 6,858.80 "
08-05-2014, 22.86 ," 6,659.85 "
07-05-2014, 28.79 ," 6,652.55 "
06-05-2014, 33.01 ," 6,715.30 "
05-05-2014, 34.57 ," 6,699.35 "
02-05-2014, 33.97 ," 6,694.80 "
30-04-2014, 35.42 ," 6,696.40 "
29-04-2014, 42.92 ," 6,715.25 "
28-04-2014, 49.61 ," 6,761.25 "
25-04-2014, 48.05 ," 6,782.75 "
23-04-2014, 46.12 ," 6,840.80 "
22-04-2014, 51.15 ," 6,815.35 "
21-04-2014, 51.90 ," 6,817.65 "
17-04-2014, 39.05 ," 6,779.40 "
16-04-2014, 32.31 ," 6,675.30 "
15-04-2014, 45.15 ," 6,733.10 "
11-04-2014, 61.42 ," 6,776.30 "
10-04-2014, 69.31 ," 6,796.40 "
09-04-2014, 67.37 ," 6,796.20 "
07-04-2014, 60.37 ," 6,695.05 "
04-04-2014, 53.68 ," 6,694.35 "
03-04-2014, 59.48 ," 6,736.10 "
02-04-2014, 69.71 ," 6,752.55 "
01-04-2014, 68.74 ," 6,721.05 "
31-03-2014, 69.94 ," 6,704.20 "
28-03-2014, 75.01 ," 6,695.90 "
27-03-2014, 77.80 ," 6,641.75 "
26-03-2014, 80.85 ," 6,601.40 "
25-03-2014, 83.79 ," 6,589.75 "
24-03-2014, 81.33 ," 6,583.50 "
22-03-2014, 78.22 ," 6,494.90 "
21-03-2014, 73.45 ," 6,493.20 "
20-03-2014, 73.47 ," 6,483.10 "
19-03-2014, 75.83 ," 6,524.05 "
18-03-2014, 72.74 ," 6,516.65 "
14-03-2014, 69.48 ," 6,504.20 "
13-03-2014, 66.44 ," 6,493.10 "
12-03-2014, 66.89 ," 6,516.90 "
11-03-2014, 68.65 ," 6,511.90 "
10-03-2014, 71.69 ," 6,537.25 "
06-03-2014, 74.56 ," 6,401.15 "
05-03-2014, 71.48 ," 6,328.65 "
04-03-2014, 57.17 ," 6,297.95 "
03-03-2014, 53.95 ," 6,221.45 "
28-02-2014, 58.58 ," 6,276.95 "
26-02-2014, 48.58 ," 6,238.80 "
25-02-2014, 40.90 ," 6,200.05 "
24-02-2014, 39.21 ," 6,186.10 "
21-02-2014, 34.98 ," 6,155.45 "
20-02-2014, 33.87 ," 6,091.45 "
19-02-2014, 39.41 ," 6,152.75 "
18-02-2014, 33.85 ," 6,127.10 "
17-02-2014, 28.76 ," 6,073.30 "
14-02-2014, 22.80 ," 6,048.35 "
13-02-2014, 26.44 ," 6,001.10 "
12-02-2014, 32.34 ," 6,084.00 "
11-02-2014, 26.47 ," 6,062.70 "
10-02-2014, 29.31 ," 6,053.45 "
07-02-2014, 25.65 ," 6,063.20 "
06-02-2014, 18.31 ," 6,036.30 "
04-02-2014, 21.08 ," 6,000.90 "
03-02-2014, 21.10 ," 6,001.80 "
31-01-2014, 22.96 ," 6,089.50 "
30-01-2014, 18.47 ," 6,073.70 "
29-01-2014, 22.01 ," 6,120.25 "
28-01-2014, 20.40 ," 6,126.25 "
27-01-2014, 18.91 ," 6,135.85 "
24-01-2014, 31.82 ," 6,266.75 "
23-01-2014, 41.04 ," 6,345.65 "
22-01-2014, 38.55 ," 6,338.95 "
21-01-2014, 37.98 ," 6,313.80 "
17-01-2014, 31.87 ," 6,261.65 "
16-01-2014, 36.27 ," 6,318.90 "
15-01-2014, 31.43 ," 6,320.90 "
14-01-2014, 29.82 ," 6,241.85 "
13-01-2014, 32.27 ," 6,272.75 "
10-01-2014, 31.82 ," 6,171.45 "
09-01-2014, 36.17 ," 6,168.35 "
08-01-2014, 39.46 ," 6,174.60 "
07-01-2014, 39.48 ," 6,162.25 "
06-01-2014, 41.81 ," 6,191.45 "
03-01-2014, 42.12 ," 6,211.15 "
02-01-2014, 50.70 ," 6,221.15 "
01-01-2014, 60.90 ," 6,301.65 "
31-12-2013, 60.75 ," 6,304.00 "
30-12-2013, 60.90 ," 6,291.10 "
27-12-2013, 56.08 ," 6,313.80 "
26-12-2013, 54.46 ," 6,278.90 "
24-12-2013, 59.09 ," 6,268.40 "
23-12-2013, 59.21 ," 6,284.50 "
20-12-2013, 56.25 ," 6,274.25 "
19-12-2013, 60.93 ," 6,166.65 "
18-12-2013, 61.19 ," 6,217.15 "
17-12-2013, 53.14 ," 6,139.05 "
16-12-2013, 49.64 ," 6,154.70 "
13-12-2013, 53.90 ," 6,168.40 "
12-12-2013, 62.41 ," 6,237.05 "
11-12-2013, 62.73 ," 6,307.90 "
10-12-2013, 71.65 ," 6,332.85 "
09-12-2013, 70.35 ," 6,363.90 "
06-12-2013, 60.36 ," 6,259.90 "
04-12-2013, 46.22 ," 6,160.95 "
03-12-2013, 50.90 ," 6,201.85 "
02-12-2013, 59.17 ," 6,217.85 "
29-11-2013, 59.19 ," 6,176.10 "
28-11-2013, 52.32 ," 6,091.85 "
27-11-2013, 49.30 ," 6,057.10 "
25-11-2013, 51.72 ," 6,115.35 "
22-11-2013, 42.04 ," 5,995.45 "
21-11-2013, 44.31 ," 5,999.05 "
20-11-2013, 56.28 ," 6,122.90 "
19-11-2013, 68.28 ," 6,203.35 "
18-11-2013, 71.01 ," 6,189.00 "
13-11-2013, 59.64 ," 5,989.60 "
11-11-2013, 69.79 ," 6,078.80 "
08-11-2013, 70.99 ," 6,140.75 "
07-11-2013, 67.84 ," 6,187.25 "
06-11-2013, 71.00 ," 6,215.15 "
03-11-2013, 82.17 ," 6,324.95 "
31-10-2013, 78.80 ," 6,299.15 "
30-10-2013, 76.93 ," 6,251.70 "
28-10-2013, 67.15 ," 6,101.10 "
25-10-2013, 72.61 ," 6,144.90 "
24-10-2013, 75.48 ," 6,164.35 "
22-10-2013, 82.31 ," 6,202.80 "
18-10-2013, 80.95 ," 6,189.35 "
17-10-2013, 80.72 ," 6,045.85 "
15-10-2013, 84.77 ," 6,089.05 "
14-10-2013, 84.85 ," 6,112.70 "
10-10-2013, 78.66 ," 6,020.95 "
09-10-2013, 75.73 ," 6,007.45 "
08-10-2013, 69.85 ," 5,928.40 "
07-10-2013, 70.06 ," 5,906.15 "
04-10-2013, 74.92 ," 5,907.30 "
01-10-2013, 69.53 ," 5,780.05 "
30-09-2013, 64.75 ," 5,735.30 "
26-09-2013, 72.12 ," 5,882.25 "
25-09-2013, 72.47 ," 5,873.85 "
24-09-2013, 67.07 ," 5,892.45 "
23-09-2013, 68.70 ," 5,889.75 "
20-09-2013, 79.12 ," 6,012.10 "
19-09-2013, 74.18 ," 6,115.55 "
18-09-2013, 63.36 ," 5,899.45 "
17-09-2013, 65.40 ," 5,850.20 "
16-09-2013, 66.98 ," 5,840.55 "
11-09-2013, 59.28 ," 5,913.15 "
10-09-2013, 51.88 ," 5,896.75 "
06-09-2013, 43.65 ," 5,680.40 "
04-09-2013, 26.58 ," 5,448.10 "
02-09-2013, 29.52 ," 5,550.75 "
29-08-2013, 19.92 ," 5,409.05 "
28-08-2013, 18.33 ," 5,285.00 "
27-08-2013, 16.85 ," 5,287.45 "
26-08-2013, 20.20 ," 5,476.50 "
23-08-2013, 22.91 ," 5,471.75 "
22-08-2013, 19.57 ," 5,408.45 "
21-08-2013, 20.73 ," 5,302.55 "
19-08-2013, 16.19 ," 5,414.75 "
16-08-2013, 32.21 ," 5,507.85 "
14-08-2013, 48.64 ," 5,742.30 "
13-08-2013, 41.99 ," 5,699.30 "
12-08-2013, 38.40 ," 5,612.40 "
08-08-2013, 38.18 ," 5,565.65 "
07-08-2013, 34.27 ," 5,519.10 "
06-08-2013, 35.06 ," 5,542.25 "
05-08-2013, 32.08 ," 5,685.40 "
02-08-2013, 32.06 ," 5,677.90 "
31-07-2013, 45.04 ," 5,742.00 "
30-07-2013, 42.90 ," 5,755.05 "
29-07-2013, 47.77 ," 5,831.65 "
26-07-2013, 47.17 ," 5,886.20 "
25-07-2013, 44.22 ," 5,907.50 "
19-07-2013, 48.85 ," 6,029.20 "
17-07-2013, 34.85 ," 5,973.30 "
16-07-2013, 39.94 ," 5,955.25 "
15-07-2013, 41.94 ," 6,030.80 "
12-07-2013, 42.59 ," 6,009.00 "
11-07-2013, 38.85 ," 5,935.10 "
09-07-2013, 43.25 ," 5,859.00 "
08-07-2013, 40.48 ," 5,811.55 "
05-07-2013, 42.39 ," 5,867.90 "
04-07-2013, 36.74 ," 5,836.95 "
03-07-2013, 36.45 ," 5,770.90 "
28-06-2013, 39.67 ," 5,842.20 "
27-06-2013, 25.47 ," 5,682.35 "
26-06-2013, 19.78 ," 5,588.70 "
25-06-2013, 22.26 ," 5,609.10 "
24-06-2013, 19.51 ," 5,590.25 "
21-06-2013, 16.98 ," 5,667.65 "
19-06-2013, 24.23 ," 5,822.25 "
17-06-2013, 27.29 ," 5,850.05 "
14-06-2013, 24.78 ," 5,808.40 "
13-06-2013, 24.97 ," 5,699.10 "
12-06-2013, 24.22 ," 5,760.20 "
11-06-2013, 23.60 ," 5,788.80 "
10-06-2013, 27.72 ," 5,878.00 "
07-06-2013, 36.67 ," 5,881.00 "
06-06-2013, 44.64 ," 5,921.40 "
05-06-2013, 41.27 ," 5,923.85 "
04-06-2013, 39.31 ," 5,919.45 "
03-06-2013, 37.04 ," 5,939.30 "
31-05-2013, 39.59 ," 5,985.95 "
30-05-2013, 45.00 ," 6,124.05 "
29-05-2013, 49.70 ," 6,104.30 "
28-05-2013, 58.39 ," 6,111.25 "
27-05-2013, 53.14 ," 6,083.15 "
23-05-2013, 44.42 ," 5,967.05 "
22-05-2013, 51.35 ," 6,094.50 "
20-05-2013, 57.53 ," 6,156.90 "
16-05-2013, 64.19 ," 6,169.90 "
15-05-2013, 60.96 ," 6,146.75 "
14-05-2013, 52.29 ," 5,995.40 "
13-05-2013, 54.74 ," 5,980.45 "
11-05-2013, 61.50 ," 6,107.25 "
10-05-2013, 57.34 ," 6,094.75 "
09-05-2013, 52.85 ," 6,050.15 "
08-05-2013, 56.02 ," 6,069.30 "
07-05-2013, 66.24 ," 6,043.55 "
06-05-2013, 70.51 ," 5,971.05 "
03-05-2013, 71.24 ," 5,944.00 "
02-05-2013, 74.87 ," 5,999.35 "
30-04-2013, 79.31 ," 5,930.20 "
29-04-2013, 79.12 ," 5,904.10 "
26-04-2013, 73.63 ," 5,871.45 "
25-04-2013, 65.26 ," 5,916.30 "
23-04-2013, 57.93 ," 5,836.90 "
22-04-2013, 56.23 ," 5,834.40 "
18-04-2013, 47.37 ," 5,783.10 "
17-04-2013, 45.80 ," 5,688.70 "
16-04-2013, 48.70 ," 5,688.95 "
15-04-2013, 42.72 ," 5,568.40 "
12-04-2013, 39.84 ," 5,528.55 "
11-04-2013, 41.13 ," 5,594.00 "
10-04-2013, 34.43 ," 5,558.70 "
09-04-2013, 29.85 ," 5,495.10 "
08-04-2013, 34.93 ," 5,542.95 "
05-04-2013, 36.19 ," 5,553.25 "
04-04-2013, 41.38 ," 5,574.75 "
03-04-2013, 50.24 ," 5,672.90 "
02-04-2013, 48.67 ," 5,748.10 "
01-04-2013, 40.42 ," 5,704.40 "
28-03-2013, 27.41 ," 5,682.55 "
26-03-2013, 46.72 ," 5,641.60 "
22-03-2013, 15.58 ," 5,651.35 "
21-03-2013, 15.00 ," 5,658.75 "
20-03-2013, 15.00 ," 5,694.40 "
19-03-2013, 20.36 ," 5,745.95 "
18-03-2013, 28.05 ," 5,835.25 "
15-03-2013, 37.21 ," 5,872.60 "
14-03-2013, 33.89 ," 5,908.95 "
13-03-2013, 29.05 ," 5,851.20 "
12-03-2013, 37.31 ," 5,914.10 "
11-03-2013, 44.62 ," 5,942.35 "
08-03-2013, 45.57 ," 5,945.70 "
07-03-2013, 40.93 ," 5,863.30 "
06-03-2013, 42.76 ," 5,818.60 "
05-03-2013, 38.66 ," 5,784.25 "
04-03-2013, 32.12 ," 5,698.50 "
01-03-2013, 28.40 ," 5,719.70 "
28-02-2013, 29.50 ," 5,693.05 "
27-02-2013, 28.91 ," 5,796.90 "
26-02-2013, 24.93 ," 5,761.35 "
25-02-2013, 30.38 ," 5,854.75 "
22-02-2013, 27.62 ," 5,850.30 "
21-02-2013, 26.18 ," 5,852.25 "
20-02-2013, 34.24 ," 5,943.05 "
19-02-2013, 31.04 ," 5,939.70 "
18-02-2013, 22.36 ," 5,898.20 "
15-02-2013, 21.10 ," 5,887.40 "
14-02-2013, 18.56 ," 5,896.95 "
